OBJECTID,ISSUE_DATE,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,ZONING,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT
437822,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1906 BILTMORE ST NW, WASHINGTON, DC 20009",R-5-B,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.922042,-77.045032,20009,1,1C,THIRD,303,1,NONE
437823,2016-04-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"625 ALLISON ST NW, WASHINGTON, DC 20011",R-3,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.945384,-77.02117,20011,4,4C,FOURTH,407,18,NONE
437824,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"761 KENYON ST NW, WASHINGTON, DC 20010",R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.930053,-77.025622,20010,1,1A,THIRD,302,2,NONE
437825,2016-04-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"3519 MINNESOTA AVE SE 104, WASHINGTON, DC 20019",R-5-A,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.886262,-76.955368,20019,7,7A,SIXTH,603,32,NONE
437826,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1341 G ST NW, WASHINGTON, DC 20005",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.898569,-77.03147,20005,2,2F,FIRST,101,8,DOWNTOWN BID
437827,2016-04-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"6512 7TH ST NW, WASHINGTON, DC 20012",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.969104,-77.022706,20012,4,4B,FOURTH,402,17,NONE
437828,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"637 LEXINGTON PL NE, WASHINGTON, DC 20002",R-4,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.895299,-76.997124,20002,6,6C,FIRST,104,25,NONE
437829,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2031 11TH ST NW, WASHINGTON, DC 20001",*,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.917843,-77.026744,20001,1,1B,THIRD,305,3,NONE
437830,2016-04-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2101 L ST NW, STE# 300, WASHINGTON, DC 20037",,2016-07-18T08:11:51.000Z,WASHINGTON,DC,38.904003,-77.04688,20037,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID
437831,2016-04-19T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1130 COLUMBIA RD NW, WASHINGTON, DC 20009",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.927452,-77.028328,20009,1,1A,THIRD,302,2,NONE
437832,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3828 VAN NESS ST NW, WASHINGTON, DC 20016",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.942985,-77.076159,20016,3,3F,SECOND,202,11,NONE
438523,2016-04-08T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3700 O ST NW, WASHINGTON, DC 20057",D/R-3,2016-05-26T15:56:15.000Z,WASHINGTON,DC,38.906992,-77.073252,20057,2,2E,SECOND,206,4,NONE
438524,2016-04-08T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3700 O ST NW, WASHINGTON, DC 20057",D/R-3,2016-05-26T15:56:15.000Z,WASHINGTON,DC,38.906992,-77.073252,20057,2,2E,SECOND,206,4,NONE
438525,2016-04-05T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"3800 RESERVOIR RD NW, WASHINGTON, DC 20007",D/R-3,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.911499,-77.075271,20057,2,2E,SECOND,206,4,NONE
438526,2016-04-05T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1615 RHODE ISLAND AVE NW, WASHINGTON, DC 20036",DC/SP-1,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.907049,-77.03805,20036,2,2B,SECOND,208,6,NONE
438527,2016-04-08T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1919 CONNECTICUT AVE NW, WASHINGTON, DC 20009",,2016-07-30T08:14:52.000Z,WASHINGTON,DC,38.916464,-77.045237,20009,1,1C,THIRD,303,1,NONE
438528,2016-04-08T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1111 16TH ST NW, WASHINGTON, DC 20036",SP-2,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.904064,-77.036176,20036,2,2B,SECOND,207,6,DOWNTOWN BID
438529,2016-04-08T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2400 EAST CAPITOL ST SE, WASHINGTON, DC 20003",,2016-07-25T08:06:13.000Z,WASHINGTON,DC,38.889791,-76.971895,20003,7,7D,FIRST,108,25,NONE
438530,2016-04-08T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"900 VARNUM ST NE, WASHINGTON, DC 20017",D/R-5-A,2016-07-30T08:14:52.000Z,WASHINGTON,DC,38.94335,-76.993598,20017,5,5A,FOURTH,405,20,NONE
438084,2016-04-06T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"1402 H ST NE, WASHINGTON, DC 20002",,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.900357,-76.98523,20002,6,6A,FIRST,104,25,NONE
438085,2016-03-31T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"1801 4TH ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.91443,-77.016936,20001,1,1B,THIRD,306,3,NONE
438086,2016-04-05T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"100 Q ST SW, WASHINGTON, DC 20024",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.870554,-77.012474,20024,6,6D,FIRST,105,9,CAPITOL RIVERFRONT BID
438087,2016-03-31T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"1300 44TH ST NE, WASHINGTON, DC 20019",R-1-B,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.908229,-76.940485,20019,7,7D,SIXTH,601,29,NONE
438088,2016-04-07T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"911 L ST NW, WASHINGTON, DC 20001",DD/C-2-C,2016-04-20T08:27:51.000Z,WASHINGTON,DC,38.904332,-77.024512,20001,2,2C,THIRD,307,8,NONE
438089,2016-04-11T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"5042 JAY ST NE, WASHINGTON, DC 20019",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.901985,-76.928511,20019,7,7C,SIXTH,608,31,NONE
438090,2016-04-11T00:00:00.000Z,CONSTRUCTION,FOUNDATION ONLY,PERMIT ISSUED,"5044 JAY ST NE, WASHINGTON, DC 20019",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.901985,-76.928433,20019,7,7C,SIXTH,608,31,NONE
438091,2016-03-25T00:00:00.000Z,CONSTRUCTION,GARAGE,COMPLETED,"1543 E ST SE, WASHINGTON, DC 20003",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.882636,-76.982402,20003,6,6B,FIRST,108,26,NONE
438092,2016-03-29T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"222 MASSACHUSETTS AVE NW, WASHINGTON, DC 20001",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.899393,-77.014909,20001,2,6C,FIRST,103,8,DOWNTOWN BID
438093,2016-03-31T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1333 H ST NW, WASHINGTON, DC 20005",,2016-07-18T08:11:51.000Z,WASHINGTON,DC,38.900497,-77.031119,20005,2,2F,FIRST,101,8,DOWNTOWN BID
438094,2016-03-30T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1600 K ST NW, WASHINGTON, DC 20006",SP-2,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.902233,-77.036946,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
438095,2016-03-30T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1706 I ST NW, WASHINGTON, DC 20006",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.901158,-77.039969,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
438096,2016-03-29T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2507 1ST ST NW, WASHINGTON, DC 20002",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.923039,-77.010681,20002,5,5C,FIFTH,501,21,NONE
438097,2016-03-29T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"134 ADAMS ST NW, WASHINGTON, DC 20001",R-4,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.920052,-77.013393,20001,5,5C,FIFTH,501,21,NONE
438098,2016-03-30T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1016 16TH ST NW, WASHINGTON, DC 20036",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.903246,-77.036961,20036,2,2B,SECOND,207,6,NONE
438099,2016-03-30T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"919 19TH ST NW, WASHINGTON, DC 20006",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.901888,-77.043125,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
438100,2016-04-01T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"4250 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C-3-A,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.94507,-77.064589,20008,3,3F,SECOND,203,12,NONE
438344,2016-03-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2020 K ST NW, WASHINGTON, DC 20006",C-3-C,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.902142,-77.046027,20006,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID
438345,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"3517 10TH ST NW, WASHINGTON, DC 20010",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.933301,-77.027279,20010,1,1A,FOURTH,409,2,NONE
438346,2016-03-25T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1152 15TH ST NW, STE# 710, WASHINGTON, DC 20005",C-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.904917,-77.03488,20005,2,2B,SECOND,207,6,DOWNTOWN BID
438347,2016-04-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1445 NEW YORK AVE NW, WASHINGTON, DC 20005",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.899352,-77.032922,20005,2,2F,SECOND,207,8,DOWNTOWN BID
438348,2016-03-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3225 8TH ST NE, WASHINGTON, DC 20017",C-M-1,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.930353,-76.994563,20017,5,5C,FIFTH,502,21,NONE
438349,2016-04-06T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3713 T ST NW, WASHINGTON, DC 20007",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.915592,-77.073355,20007,2,2E,SECOND,206,4,NONE
438350,2016-03-23T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2014 PIERCE MILL RD NW, WASHINGTON, DC 20010",R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.93359,-77.046006,20010,1,1D,FOURTH,408,2,NONE
438351,2016-03-24T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"705 H ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.89998,-77.022275,20001,2,2C,FIRST,102,8,DOWNTOWN BID
438352,2016-04-12T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3646 UPTON ST NW, WASHINGTON, DC 20008",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.942014,-77.07077,20008,3,3F,SECOND,203,15,NONE
438353,2016-03-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1255 23RD ST NW, STE# 450, WASHINGTON, DC 20037",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.906395,-77.049787,20037,2,2A,SECOND,208,5,NONE
438354,2016-04-11T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1776 I ST NW 10TH FL., WASHINGTON, DC 20006",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.901091,-77.041363,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID
438355,2016-03-23T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"601 13TH ST NW #901, WASHINGTON, DC 20005",,2016-08-11T08:10:58.000Z,WASHINGTON,DC,38.897841,-77.029261,20005,2,2F,FIRST,101,8,DOWNTOWN BID
438356,2016-03-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1400 K ST NW 810, WASHINGTON, DC 20005",*,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.902167,-77.032409,20005,2,2F,SECOND,207,8,DOWNTOWN BID
438357,2016-04-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1400 K ST NW, STE# 550-575, WASHINGTON, DC 20005",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.902167,-77.032409,20005,2,2F,SECOND,207,8,DOWNTOWN BID
438358,2016-04-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"214 4TH ST NE, WASHINGTON, DC 20002",CAP/R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.892471,-77.000736,20002,6,6C,FIRST,107,25,NONE
438359,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1305 GALLATIN ST NW, WASHINGTON, DC 20011",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.95208,-77.03037,20011,4,4C,FOURTH,403,18,NONE
438360,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4826 BUTTERWORTH PL NW, WASHINGTON, DC 20016",R-1-B,2016-07-18T08:11:51.000Z,WASHINGTON,DC,38.94859,-77.09548,20016,3,3E,SECOND,202,11,NONE
438361,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"2802 EVARTS ST NE, WASHINGTON, DC 20018",R-1-B,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.92475,-76.967651,20018,5,5B,FIFTH,503,22,NONE
438362,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,2011 PENNSYLVANIA AVE NW 20006,,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.901525,-77.045484,20006,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID
438363,2016-03-29T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1445 NEW YORK AVE NW, WASHINGTON, DC 20005",C-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.899352,-77.032922,20005,2,2F,SECOND,207,8,DOWNTOWN BID
438364,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1300 I ST NW 5TH FL, WASHINGTON, DC 20005",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.900993,-77.030348,20005,2,2F,FIRST,101,8,DOWNTOWN BID
438365,2016-04-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1239 KENYON ST NW, WASHINGTON, DC 20010",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.9299,-77.029166,20010,1,1A,THIRD,302,2,NONE
438366,2016-03-31T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4428 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20011",R-3,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.945053,-77.018142,20011,4,4C,FOURTH,407,18,NONE
438367,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"111 QUACKENBOS ST NW, WASHINGTON, DC 20011",R-1-B,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.963967,-77.01201,20011,4,4B,FOURTH,406,17,NONE
438368,2016-04-04T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"722 4TH ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.899585,-77.000795,20002,6,6C,FIRST,104,25,NONE
438369,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2537 PENNSYLVANIA AVE SE, WASHINGTON, DC 20020",C-2-A,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.872718,-76.969606,20020,7,7A,SIXTH,607,34,NONE
437901,2016-04-05T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1823 Q ST SE, WASHINGTON, DC 20020",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.870551,-76.978103,20020,8,8A,SIXTH,607,34,NONE
437902,2016-03-24T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2019 WEST VIRGINIA AVE NE, WASHINGTON, DC 20002",C-M-1,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.912956,-76.982029,20002,5,5B,FIFTH,505,23,NONE
437903,2016-03-28T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1000 FRANKLIN ST NE, WASHINGTON, DC",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.925667,-76.992406,,5,5B,FIFTH,504,22,NONE
437904,2016-03-23T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2009 18TH ST NW, WASHINGTON, DC 20009",,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.917527,-77.041206,20009,1,1C,THIRD,303,1,ADAMS MORGAN BID
437905,2016-04-04T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"2101 BENNING RD NE, WASHINGTON, DC 20002",C-2-A,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.898148,-76.973966,20002,7,7D,FIFTH,507,25,NONE
437906,2016-03-24T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1900 HALF ST SW, WASHINGTON, DC 20536",CG/W-2,2016-05-26T15:56:15.000Z,WASHINGTON,DC,38.866617,-77.009929,20024,6,6D,FIRST,105,9,CAPITOL RIVERFRONT BID
437907,2016-04-05T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1325 5TH ST NE, WASHINGTON, DC 20002",C-M-1,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.909021,-76.997075,20002,5,5B,FIFTH,506,23,NONE
437908,2016-04-05T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"25 M ST SE, WASHINGTON, DC 20003",,2016-07-18T08:11:51.000Z,WASHINGTON,DC,38.876236,-77.007826,20003,6,6D,FIRST,106,27,CAPITOL RIVERFRONT BID
438132,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"111 4TH ST SE, WASHINGTON, DC 20003",CAP/R-4,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.888248,-77.000781,20003,6,6B,FIRST,107,26,NONE
438134,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"5301 WISCONSIN AVE NW 6TH FL, WASHINGTON, DC 20015",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.959336,-77.084335,20015,3,3E,SECOND,202,11,NONE
438135,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"619 16TH ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.897905,-76.981841,20002,6,6A,FIFTH,507,25,NONE
438136,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"918 K ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.902765,-76.992949,20002,6,6A,FIRST,104,25,NONE
438137,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1620 FULLER ST NW, WASHINGTON, DC 20009",D/R-5-B,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.924591,-77.037494,20009,1,1C,THIRD,303,1,NONE
438138,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"104 5TH ST NE, WASHINGTON, DC 20002",CAP/R-4,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.891196,-76.999758,20002,6,6C,FIRST,107,26,NONE
438139,2016-04-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1453 CORCORAN ST NW, WASHINGTON, DC 20009",R-5-B,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.912031,-77.034049,20009,2,2F,THIRD,301,7,NONE
438370,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1629 KENILWORTH AVE NE, WASHINGTON, DC 20019",,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.911777,-76.933952,20019,7,7D,SIXTH,602,31,NONE
438371,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1627 KENILWORTH AVE NE, WASHINGTON, DC 20019",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.911728,-76.933992,20019,7,7D,SIXTH,602,31,NONE
438372,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1726 34TH ST NW, WASHINGTON, DC 20007",R-3,2016-05-26T15:56:15.000Z,WASHINGTON,DC,38.914503,-77.068159,20007,2,2E,SECOND,206,4,NONE
438373,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1724 34TH ST NW, WASHINGTON, DC 20007",R-3,2016-05-26T15:56:15.000Z,WASHINGTON,DC,38.914459,-77.068156,20007,2,2E,SECOND,206,4,NONE
438374,2016-03-28T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1620 30TH ST NW, WASHINGTON, DC 20007",R-3,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.911015,-77.059505,20007,2,2E,SECOND,206,4,NONE
438375,2016-03-29T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1408 SHEPHERD ST NW, WASHINGTON, DC 20011",,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.939529,-77.033378,20011,4,4C,FOURTH,404,18,NONE
438376,2016-03-30T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3981 ALABAMA AVE SE, WASHINGTON, DC 20020",R-2,2016-07-18T08:11:51.000Z,WASHINGTON,DC,38.868131,-76.948349,20020,7,7B,SIXTH,605,34,NONE
437909,2016-03-30T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"1710 GOOD HOPE RD SE, WASHINGTON, DC 20020",C-2-A,2016-05-26T15:56:15.000Z,WASHINGTON,DC,38.866185,-76.979824,20020,8,7B,SEVENTH,701,34,NONE
437910,2016-03-25T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"6011 BLAIR RD NW, WASHINGTON, DC 20011",C-M-1,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.963208,-77.010949,20011,4,4B,FOURTH,406,17,NONE
437911,2016-03-25T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,0 BLAIR RD NW,,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.960462,-77.009777,,4,4B,FOURTH,406,17,NONE
437912,2016-02-24T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"513 KENYON ST NW, WASHINGTON, DC 20010",R-4,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.930378,-77.020457,20010,1,1A,THIRD,302,2,NONE
437913,2016-02-24T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"1330 VERMONT AVE NW, WASHINGTON, DC 20005",*,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.908554,-77.030633,20005,2,2F,THIRD,307,7,NONE
437914,2016-02-24T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"1032 OTIS ST NE, WASHINGTON, DC 20017",R-5-A,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.934667,-76.991756,20017,5,5A,FIFTH,504,20,NONE
437915,2016-02-24T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"707 HARVARD ST NW, WASHINGTON, DC 20001",R-4,2016-08-03T08:09:25.000Z,WASHINGTON,DC,38.927243,-77.023573,20001,1,1B,THIRD,302,2,NONE
437916,2016-02-24T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"4638 ELLICOTT ST NW, WASHINGTON, DC 20016",R-1-B,2016-07-30T08:14:51.000Z,WASHINGTON,DC,38.953141,-77.092379,20016,3,3E,SECOND,202,11,NONE
437917,2016-02-24T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"207 NEW YORK AVE NW, WASHINGTON, DC 20001",,2016-07-19T08:12:23.000Z,WASHINGTON,DC,38.905855,-77.014031,20001,6,6C,FIFTH,501,21,NONE
